,S.No,Protein,Fat,vitaminC,Fibre,Product,clusters
94,95,0.975406129,0.70785645,0.9440702609999999,0.862338176,"Beverages, V8 SPLASH Juice Drinks, Diet Tropical Blend",1
95,96,1.3905252469999998,1.055045631,0.592254489,1.2887737209999999,"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled",3
96,97,1.75742972,3.274950314,0.927800967,1.5297130819999998,"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered",3
97,98,2.305757813,1.706516331,1.296381834,1.073796228,"Beef, short loin, porterhouse steak, separable lean and fat, trimmed to 1/8"" fat, choice, raw",3
98,99,0.38368802399999996,0.051661331,0.774627498,0.069176994,"Beverages, V8 SPLASH Juice Drinks, Mango Peach",1
99,100,1.366635974,0.79987692,1.491124544,0.874017983,"Beans, pinto, immature seeds, frozen, unprepared",1
100,101,0.629786762,0.482824068,0.747901182,1.16309476,"Beverages, V8 SPLASH Smoothies, Peach Mango",1
101,102,1.918067776,1.46609268,0.8048942290000001,0.556163646,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",3
102,103,0.530541764,0.265893434,0.36139915899999997,0.40855699,"Beverages, V8 SPLASH Smoothies, Strawberry Banana",1
103,104,2.678436778,1.050937697,0.688049405,0.534591598,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",3
104,105,1.313665944,0.432814545,0.419721425,0.491696961,"Beverages, V8 V-FUSION Juices, Peach Mango",1
105,106,0.909009002,0.47391010299999997,1.4703145930000001,0.065689871,"Beverages, water, bottled, non-carbonated, CALISTOGA",1
106,107,2.413256487,2.026142426,1.39967594,0.903914452,"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw",3
107,108,0.100940871,0.374841218,1.459817849,1.8329689740000001,"Beans, snap, green, frozen, cooked, boiled, drained without salt",2
108,109,0.863750606,0.325197366,0.979300904,1.156502959,"Beverages, water, bottled, non-carbonated, EVIAN",1
109,110,1.429224051,0.7193367190000001,0.8518995420000001,0.127841598,"Beverages, Whey protein powder isolate",1
110,111,0.487657611,1.653066734,1.322226614,1.086749386,"Beet greens, raw",1
111,112,0.721167487,0.934366439,1.1240801440000001,2.72733229,"Beets, canned, regular pack, solids and liquids",2
112,113,1.542649669,2.158981912,0.6757138079999999,0.795871552,"Beef, top loin petite roast/filet, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, raw",3
113,114,0.42068148299999997,0.064916605,0.720585335,0.68073925,"Beverages, Whiskey sour mix, bottled",1
114,115,2.17144057,0.979420625,1.783733929,2.249118865,"Beets, raw",3
115,116,0.92229467,0.00494085,1.818096198,0.102094275,"Biscuits, mixed grain, refrigerated dough",1
116,117,1.800787891,0.9491021209999999,0.523883364,0.399682386,"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",1
117,118,0.103946509,0.055987284000000005,0.777679797,1.074485473,"Biscuits, plain or buttermilk, dry mix",1
118,119,1.5439471740000001,1.366066274,0.014068026,0.19578100899999998,"Beef, top sirloin, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled",3
119,120,1.01477908,2.383488173,1.06989329,0.044127072,"Beerwurst, beer salami, pork and beef",3
120,121,1.2564935190000002,0.7679322009999999,1.4534826369999998,0.585401695,"Biscuits, plain or buttermilk, frozen, baked",1
121,122,0.44611923700000006,0.147822694,1.673814224,2.36959175,"Blackberries, frozen, unsweetened",2
122,123,0.60282724,0.703952253,0.168239363,0.81451523,"Biscuits, plain or buttermilk, refrigerated dough, higher fat",1
123,124,2.1936331019999997,0.47624336899999997,0.303148732,2.959540623,"Blackberry juice, canned",2
124,125,1.486648954,0.49518482799999997,2.2976331119999998,1.354969366,"Blueberries, frozen, sweetened",2
125,126,0.9191783459999999,0.395582165,1.58638744,1.97244734,"Blueberries, wild, canned, heavy syrup, drained",2
126,127,2.359717626,1.9098615909999999,0.312210925,0.32946352100000004,"Beerwurst, pork and beef",3
127,128,2.219054667,0.375485843,0.869830597,1.332991725,"Bologna, chicken, turkey, pork",3
128,129,1.6224441180000002,0.798398815,0.706219376,1.29042467,"Bologna, meat and poultry",3
129,130,1.10676702,1.579587997,0.416086471,1.599254664,"Bologna, pork and turkey, lite",3
130,131,0.15977487199999998,0.5352387479999999,2.540365486,0.78250503,"Boysenberries, canned, heavy syrup",2
131,132,1.40388247,0.137858689,0.173652451,1.225033443,"Bread, cheese",1
132,133,1.1997500159999999,1.374059855,1.668255779,0.301298255,"Bologna, pork, turkey and beef",3
133,134,0.39062447899999997,0.147574445,2.437524974,0.968830376,"Boysenberries, frozen, unsweetened",2
134,135,0.614555054,1.425834227,0.592971724,0.527260209,"Bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",3
135,136,0.5224418670000001,0.8370617,0.673038956,0.867134148,"Bread, cornbread, prepared from recipe, made with low fat (2%) milk",1
136,137,1.328530488,2.641666068,0.468256925,0.146134844,"Bratwurst, pork, beef and turkey, lite, smoked",3
137,138,1.526667258,0.315051177,0.470329945,0.324878075,"Bread, cracked-wheat",1
138,139,1.013691932,1.181726746,2.332916004,0.35789320799999996,"Breadfruit, raw",2
139,140,1.006282624,0.978934932,1.417336505,0.923206055,"Broccoli raab, raw",1
140,141,0.38591603700000005,0.524956464,0.24940313,1.7933775769999998,"Bread, french or vienna, toasted (includes sourdough)",1
141,142,1.0920325309999999,0.431622845,0.378164118,0.254404009,"Bread, irish soda, prepared from recipe",1
142,143,0.208421613,0.560562778,1.327258999,1.2753323559999998,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",1
143,144,1.340660461,1.055527383,0.16420348199999998,0.720571521,"Braunschweiger (a liver sausage), pork",3
144,145,2.029187885,1.3914672190000001,0.110697271,0.484021476,"Chicken breast, oven-roasted, fat-free, sliced",3
145,146,0.75768072,0.265141875,1.327459992,0.715567994,"Bread, oat bran",1
146,147,0.269001161,0.29924254699999997,1.0225860420000001,0.491984052,"Bread, oatmeal, toasted",1
147,148,0.8604812070000001,0.24967119699999998,0.21520294399999998,1.2823591859999999,"Bread, pan dulce, sweet yeast bread",1
148,149,0.04339508,1.121757406,1.3951007340000001,0.22232439199999998,"Bread, pita, white, enriched",1
149,150,0.584362551,0.6897230879999999,1.308825879,1.6522620940000001,"Broccoli, frozen, chopped, unprepared",1
150,151,0.04930274900000001,0.093581098,0.45386638799999995,0.735146517,"Bread, pound cake type, pan de torta salvadoran",1
151,152,0.435484794,1.34501364,1.023103378,0.56617872,"Bread, protein (includes gluten)",1
152,153,1.8425060619999998,1.102264495,1.06105175,1.3226004759999999,"Chicken, broiler, rotisserie, BBQ, back meat only",3
153,154,1.1311008759999999,1.136647978,0.606989281,0.932541121,"Chicken, broilers or fryers, back, meat and skin, raw",3
154,155,0.330889828,0.809568374,0.318317293,0.39269489700000004,"Bread, reduced-calorie, oatmeal",1
155,156,0.45706805,0.521684565,0.401020826,0.758672945,"Bread, reduced-calorie, wheat",1
156,157,0.8447655829999999,0.43381228299999997,0.872859446,1.815138401,"Brussels sprouts, raw",1
157,158,1.6275909919999998,1.8318093480000002,0.964844019,0.41800365100000003,"Chicken, broilers or fryers, back, meat only, raw",3
158,159,1.5055969180000002,1.242519592,0.380121407,1.891822048,"Chicken, broilers or fryers, dark meat, meat and skin, cooked, stewed",3
159,160,0.96690246,0.815780112,0.543306512,0.9992756509999999,"Bread, reduced-calorie, white",3
160,161,0.170296854,0.039294814,1.309457983,1.92454448,"Burdock root, cooked, boiled, drained, without salt",1
161,162,1.60752658,1.324400737,2.292683742,1.843304176,"Butter, salted",2
162,163,0.8619510429999999,0.019853253,0.793505976,0.208787074,"Bread, rye",1
163,164,0.9784939229999999,0.319003203,0.193885051,0.571848124,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",1
164,165,0.46541850700000004,0.884289577,0.133356921,0.9317481120000001,"Bread, stuffing, cornbread, dry mix",1
165,166,0.69610741,0.045186997,0.507695761,1.448765701,"Bread, stuffing, cornbread, dry mix, prepared",1
166,167,0.021201637000000002,0.283912677,0.428395704,0.37482108299999994,"Bread, stuffing, dry mix",1
167,168,0.803026383,0.232530338,0.552694818,1.109067985,"Bread, wheat",1
168,169,0.183934496,1.7622688069999999,1.2147492,0.927739022,"Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt",1
169,170,1.0085913340000001,0.091870169,0.281601203,0.128415985,"Bread, white wheat",1
170,171,1.56619586,1.071224537,1.127046377,0.185286277,"Chicken, broilers or fryers, dark meat, meat only, cooked, fried",3
171,172,0.730175672,0.565387185,0.23191371600000002,0.039652612000000004,"Bread, white, commercially prepared, toasted",1
172,173,1.3133570829999999,1.087155976,1.008269303,0.9404763290000001,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, stewed",3
173,174,0.743734773,1.04113653,0.681500523,0.08756503800000001,"Bread, whole-wheat, commercially prepared",1
174,175,0.923913468,1.339980747,0.15818404,0.296629447,"Cake, angelfood, commercially prepared",3
175,176,0.981916847,0.18818144,0.0049500609999999995,0.110670419,"Cake, angelfood, dry mix, prepared",1
176,177,0.082879093,1.464942411,0.13749788,0.770414255,"Cake, cheesecake, commercially prepared",3
177,178,1.189058665,0.585768211,1.22835616,2.3972033219999997,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",2
178,179,0.291196248,0.9688926059999999,1.687171611,1.2677569640000002,"Cabbage, chinese (pe-tsai), raw",1
179,180,1.609964543,0.677145542,2.209874846,1.346775209,"Carambola, (starfruit), raw",2
180,181,0.934099803,1.17204303,1.7374114390000002,1.8800086130000002,"Cardoon, raw",2
181,182,1.9488834869999998,2.0480711830000002,0.588896955,0.7504206929999999,"Chicken, broilers or fryers, drumstick, meat only, cooked, fried",3
182,183,0.100663819,0.17095491899999998,1.217445767,1.6988064319999998,"Carissa, (natal-plum), raw",1
183,184,0.771019129,0.44025087399999996,1.162074177,0.309052499,"Cake, cherry fudge with chocolate frosting",1
184,185,0.0052505419999999995,0.434454894,1.5270992019999998,0.441483336,"Cake, chocolate, prepared from recipe without frosting",1
185,186,0.329196532,0.5318894829999999,0.894800011,0.675060797,"Cake, coffeecake, cinnamon with crumb topping, dry mix, prepared",1
186,187,0.260363206,0.11679883199999999,0.098043285,1.244296482,"Cake, coffeecake, creme-filled with chocolate frosting",1
187,188,1.23721327,0.6773526129999999,0.26234938,0.082639455,"Cake, shortcake, biscuit-type, prepared from recipe",1
188,189,0.374893126,1.6293556919999999,1.669689612,0.40547552200000003,"Carrots, canned, no salt added, solids and liquids",1
189,190,1.35752753,0.8737931090000001,0.6045296720000001,0.354015772,"Cake, snack cakes, creme-filled, sponge",1
190,191,0.248997718,0.273009462,0.41461672899999996,0.07556068099999999,"Cake, sponge, commercially prepared",1
191,192,1.088301408,0.81355617,0.68146519,0.74505828,"Cake, white, dry mix, special dietary (includes lemon-flavored)",3
192,193,1.672027155,0.47803290200000004,0.524360414,0.7544683459999999,"Cake, yellow, prepared from recipe without frosting",1
193,194,0.532203434,0.853867493,0.6410623679999999,0.114215525,"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",1
194,195,0.660350371,0.325135534,1.143330034,1.0690021090000001,"Continental Mills, Krusteaz Almond Poppyseed Muffin Mix, Artificially Flavored, dry",1
195,196,0.6567503179999999,1.007328096,0.982033536,1.587838329,"Carrots, canned, regular pack, drained solids",3
196,197,0.026588996,0.23747663600000002,0.036696641,0.100582989,"Cookies, brownies, dry mix, sugar free",1
197,198,0.819694507,0.165497269,1.0147898359999998,0.447739244,"Cookies, brownies, prepared from recipe",1
198,199,1.263644163,0.905464205,0.167399604,0.128138626,"Cookies, chocolate chip, commercially prepared, regular, higher fat, enriched",1
199,200,1.225513934,2.321267954,2.5166941119999997,2.442309943,"Carrots, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",2
200,201,0.777107001,1.497687285,0.48247448299999995,0.629377333,"Chicken, broilers or fryers, giblets, raw",3
201,202,0.198113266,0.054275502,0.99541945,0.646198881,"Cookies, chocolate chip, commercially prepared, regular, lower fat",1
202,203,1.030772492,0.725644973,0.554399596,1.002696028,"Cookies, chocolate chip, refrigerated dough",3
203,204,0.290457984,0.9200193409999999,0.27717627,0.684495442,"Cookies, chocolate sandwich, with creme filling, regular",1
204,205,0.615006976,1.097010058,1.382016656,0.447815691,"Cookies, chocolate sandwich, with creme filling, special dietary",1
205,206,1.000312691,0.9686112790000001,1.4354257519999998,0.615753941,"Carrots, raw",1
206,207,0.913158695,1.1355899459999999,0.7836516590000001,0.122184791,"Cookies, chocolate sandwich, with extra creme filling",1
207,208,1.336545666,0.9386852240000001,0.580813451,0.45551570799999996,"Cookies, chocolate wafers",1
208,209,0.753392642,0.9618010920000001,1.351396164,1.8089402819999998,"Cauliflower, green, raw",1
209,210,0.103549032,1.056823995,0.904432355,1.514691884,"Celery, cooked, boiled, drained, without salt",1
210,211,0.583466684,2.007613428,1.194703279,1.192737044,"Chicken, broilers or fryers, leg, meat and skin, cooked, roasted",3
211,212,1.374821074,0.144960026,0.328694373,0.39888167799999996,"Cookies, fig bars",1
212,213,1.565706399,1.357541925,1.182193829,0.515658656,"Chicken, broilers or fryers, leg, meat only, cooked, fried",3
213,214,0.7274638720000001,1.142342963,0.807701945,0.668389241,"Cookies, molasses",1
214,215,0.278574384,1.142972024,0.061768288,1.0536435659999999,"Cookies, oatmeal, commercially prepared, regular",1
215,216,0.38054743700000004,0.8067999640000001,0.085795698,0.7095906190000001,"Cookies, oatmeal, commercially prepared, special dietary",1
216,217,0.015775993999999998,0.40517839299999997,0.875720355,0.373889797,"Cookies, oatmeal, refrigerated dough",1
217,218,0.811670808,0.531009232,0.18583841199999998,1.298855567,"Cookies, oatmeal, refrigerated dough, baked",1
218,219,1.062622418,0.66966964,1.134460572,0.572146174,"Cookies, oatmeal, with raisins",1
219,220,3.158397598,3.813001924,0.954672195,1.59172796,"Chicken, broilers or fryers, light meat, meat only, raw",3
220,221,0.903215642,1.005583286,0.9115210859999999,0.473085056,"Cookies, peanut butter sandwich, regular",1
221,222,1.036573974,0.849768509,0.22208167399999998,0.211976873,"Cookies, peanut butter sandwich, special dietary",1
222,223,0.625940408,0.288631435,1.4008155430000002,0.41637193100000003,"Cookies, peanut butter, commercially prepared, regular",1
223,224,0.92896756,1.7583559219999998,0.37900855200000005,1.670360324,"Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter",3
224,225,0.27266133800000003,0.7195377740000001,0.5329880929999999,0.242483458,"Cookies, peanut butter, commercially prepared, soft-type",1
225,226,0.261984224,0.7505860240000001,0.625945953,0.075343702,"Cookies, shortbread, commercially prepared, pecan",1
226,227,0.85913679,1.473668195,0.009182987,0.663167571,"Chicken, broilers or fryers, meat and skin, cooked, fried, flour",3
227,228,2.229118064,2.361731239,1.839526398,2.169947236,"Chicken, broilers or fryers, separable fat, raw",3
228,229,1.957575745,1.724072951,0.5975355139999999,0.5830131270000001,"Chicken, broilers or fryers, wing, meat only, raw",3
229,230,0.095256903,0.580514275,1.093614507,1.5786580730000002,"Cereals ready-to-eat, BARBARA'S PUFFINS, original",1
230,231,1.736026974,0.584373745,1.320503163,0.126493742,"Chicken, dark meat, thigh, meat only, with added solution, raw",1
231,232,0.208994608,0.51623563,0.893919386,0.715778589,"Cookies, shortbread, commercially prepared, plain",1
232,233,0.521899629,1.101533944,0.5849140270000001,0.6911771459999999,"Cookies, sugar wafer, with creme filling, sugar free",1
233,234,1.7476509080000002,1.343467655,0.15853614300000002,0.36104421600000003,"Chicken, gizzard, all classes, cooked, simmered",3
234,235,2.289961963,0.950913763,0.437911505,0.988115541,"Chicken, skin (drumsticks and thighs), raw",3
235,236,0.36748333200000005,0.18866835899999998,0.661794338,0.384412116,"Cookies, sugar wafers with creme filling, regular",1
236,237,0.903862695,0.28761804,0.8743065109999999,1.26584637,"Cookies, sugar, commercially prepared, regular (includes vanilla)",1
237,238,0.208178273,0.244963243,0.36717691799999996,1.2425510709999998,"Cookies, vanilla sandwich with creme filling",1
238,239,1.260353188,0.054525990999999996,0.583505493,0.957418178,"Cracker, meal",1
